Date,Open,High,Low,Close,Adj Close,Volume
2019-01-18,38.432499,39.494999,37.912498,39.232498,38.927765,65133600
2019-01-22,38.927502,39.044998,36.887501,37.192501,36.903606,66155200
2019-01-23,37.750000,38.645000,37.007500,37.322498,37.032589,59102000
2019-01-24,38.174999,39.637501,38.127499,39.459999,39.153496,70897200
2019-01-25,38.860001,40.220001,37.825001,40.037498,39.726517,115457200
2019-01-28,34.137501,35.410000,32.750000,34.502499,34.234497,251152800
2019-01-29,34.037498,34.525002,32.752499,32.900002,32.644451,115393200
2019-01-30,33.667500,34.492500,32.865002,34.347500,34.080704,97422800
2019-01-31,34.314999,36.297501,34.095001,35.937500,35.658360,84285200
2019-02-01,36.125000,36.697498,35.645000,36.182499,35.901451,62504800
2019-02-04,36.342499,37.669998,36.119999,37.294998,37.005302,52859200
2019-02-05,37.415001,37.857498,37.075001,37.487499,37.196304,54242400
2019-02-06,37.822498,38.900002,37.767502,38.250000,37.952896,70246400
2019-02-07,37.782501,37.805000,36.422501,36.855000,36.568733,63712000
2019-02-08,36.177502,37.150002,36.032501,37.042500,36.754776,46160400
2019-02-11,36.597500,37.145000,36.125000,36.612499,36.328106,49518000
2019-02-12,37.000000,37.950001,36.855000,37.792500,37.498951,59106000
2019-02-13,38.090000,38.957500,37.952499,38.220001,37.923126,60537200
2019-02-14,38.209999,38.917500,37.775002,38.632500,38.332424,82726400
2019-02-15,40.737499,40.967499,39.105000,39.334999,39.029465,151674800
2019-02-19,39.227501,39.972500,39.035000,39.160000,38.855827,55189200
2019-02-20,39.455002,40.314999,39.342499,39.637501,39.329617,54098800
2019-02-21,39.764999,40.012501,38.794998,38.942501,38.640015,44854800
2019-02-22,39.465000,39.987499,39.327499,39.797501,39.488373,40174000
2019-02-25,40.639999,41.320000,39.584999,39.672501,39.364334,65602000
2019-02-26,39.625000,40.189999,38.937500,39.275002,38.969933,48846400
2019-02-27,39.130001,39.397499,38.277500,38.852501,38.550716,50025600
2019-02-28,38.750000,38.974998,38.340000,38.564999,38.304878,32494400
2019-03-01,39.067501,39.537498,38.480000,39.112499,38.848694,35718800
2019-03-04,39.500000,39.730000,38.625000,39.195000,38.930634,40999200
2019-03-05,39.037498,39.514999,38.490002,39.130001,38.866070,36292400
2019-03-06,39.040001,39.125000,37.985001,38.012501,37.756115,40352400
2019-03-07,37.775002,37.872501,36.849998,37.314999,37.063309,45010400
2019-03-08,36.415001,37.767502,36.200001,37.660000,37.405994,42241600
2019-03-11,37.897499,40.514999,37.422501,40.285000,40.013283,85972800
2019-03-12,40.564999,41.097500,39.797501,40.630001,40.355957,57957600
2019-03-13,41.007500,42.450001,40.932499,42.154999,41.870667,76890000
2019-03-14,42.247501,42.367500,41.312500,41.389999,41.110821,51938400
2019-03-15,41.825001,42.882500,41.790001,42.452499,42.166153,66148400
2019-03-18,42.770000,43.312500,41.965000,42.237499,41.952618,48699200
2019-03-19,43.189999,44.375000,43.020000,43.927502,43.631214,85497200
2019-03-20,44.220001,44.757500,43.250000,43.599998,43.305927,71914800
2019-03-21,43.832500,46.250000,43.782501,45.985001,45.674835,82431200
2019-03-22,45.709999,46.200001,44.235001,44.375000,44.075699,74764400
2019-03-25,43.965000,44.612499,42.777500,43.445000,43.151974,52521200
2019-03-26,44.872501,45.437500,43.650002,44.217499,43.919258,70350800
2019-03-27,44.474998,44.942501,43.424999,44.125000,43.827381,47437200
2019-03-28,44.387501,44.974998,43.777500,44.312500,44.013615,48026400
2019-03-29,44.985001,45.134998,44.477501,44.889999,44.587215,45689600
2019-04-01,45.814999,45.875000,45.092499,45.570000,45.262634,48382400
2019-04-02,45.812500,46.197498,45.380001,45.750000,45.441422,44092000
2019-04-03,46.250000,47.750000,46.200001,47.154999,46.836952,78350400
2019-04-04,47.000000,47.492500,46.432499,47.064999,46.747551,45737600
2019-04-05,47.500000,47.912498,47.132500,47.737499,47.415508,48174400
2019-04-08,47.430000,48.200001,47.187500,47.947498,47.624104,42419200
2019-04-09,47.610001,47.722500,46.889999,47.314999,46.995869,43997200
2019-04-10,47.307499,48.285000,47.262501,48.025002,47.701084,44477200
2019-04-11,48.049999,48.367500,47.387501,47.884998,47.562019,37460000
2019-04-12,48.275002,48.314999,47.415001,47.502499,47.182098,47170800
2019-04-15,47.424999,47.474998,45.775002,46.174999,45.863544,44009200
2019-04-16,46.570000,47.242500,46.240002,47.052502,46.735142,39496400
2019-04-17,47.404999,47.615002,46.597500,46.822498,46.506695,35100400
2019-04-18,46.889999,47.232498,46.294998,46.575001,46.260864,38098800
2019-04-22,46.337502,47.275002,46.020000,47.117500,46.799698,27993600
2019-04-23,47.250000,47.982498,47.152500,47.667500,47.345985,34685600
2019-04-24,47.772499,48.202499,47.160000,47.792500,47.470146,31820400
2019-04-25,47.387501,47.612499,45.924999,46.727501,46.412331,49929600
2019-04-26,45.177502,45.222500,43.325001,44.522499,44.222198,86898800
2019-04-29,44.602501,45.112499,43.875000,44.832500,44.530102,39192000
2019-04-30,44.507500,45.507500,44.314999,45.250000,44.944790,36292000
2019-05-01,45.777500,46.202499,45.115002,45.117500,44.813187,35428000
2019-05-02,45.215000,46.217499,44.779999,45.797501,45.488598,39468400
2019-05-03,45.882500,45.982498,45.132500,45.752499,45.443901,33682400
2019-05-06,43.875000,45.084999,43.500000,44.962502,44.659229,42217600
2019-05-07,44.474998,44.474998,42.792500,43.277500,42.985603,55522000
2019-05-08,43.000000,44.287498,42.880001,43.480000,43.186733,41916800
2019-05-09,42.785000,42.882500,41.349998,42.547501,42.260521,66024800
2019-05-10,42.237499,42.897499,41.000000,42.205002,41.920334,56950000
2019-05-13,40.875000,41.107498,39.452499,39.612499,39.345322,65691200
2019-05-14,40.012501,40.865002,39.622501,40.509998,40.236763,52488000
2019-05-15,39.950001,40.262501,39.352501,39.895000,39.625912,50232000
2019-05-16,39.840000,40.477501,39.412498,40.047501,39.777382,78108800
2019-05-17,39.625000,40.927502,38.735001,39.132500,38.868557,102206800
2019-05-20,38.137501,38.692501,37.687500,37.937500,37.681610,57206400
2019-05-21,38.549999,38.924999,38.160000,38.764999,38.503532,36184800
2019-05-22,38.375000,38.637501,37.939999,38.049999,37.793358,32586800
2019-05-23,37.422501,37.422501,36.227501,36.830002,36.581593,59184400
2019-05-24,37.020000,37.375000,36.220001,36.287498,36.042744,35758400
2019-05-28,36.465000,36.794998,35.812500,35.832500,35.590809,42835600
2019-05-29,35.352501,35.705002,34.735001,35.084999,34.848358,55980000
2019-05-30,35.077499,35.437500,34.392502,34.777500,34.582355,39430000
2019-05-31,34.285000,34.962502,33.847500,33.865002,33.674980,38972000
2019-06-03,33.977501,34.367500,33.150002,33.445000,33.257332,47864400
2019-06-04,34.090000,35.802502,33.867500,35.750000,35.549408,64183600
2019-06-05,36.492500,36.547501,34.955002,35.320000,35.121811,51161600
2019-06-06,35.362499,36.192501,35.337502,35.945000,35.743301,40814000
2019-06-07,36.005001,36.720001,35.812500,36.375000,36.170895,34885600
2019-06-10,36.939999,37.797501,36.939999,37.107498,36.899288,40278000
2019-06-11,37.709999,38.090000,37.290001,37.687500,37.476028,38387200
2019-06-12,37.250000,37.312500,36.397499,36.549999,36.344913,35889200
2019-06-13,36.772499,37.250000,36.595001,37.064999,36.857021,30808000
2019-06-14,36.127499,36.372501,35.709999,36.160000,35.957096,39442800
2019-06-17,36.142502,36.630001,35.912498,36.257500,36.054050,27604000
2019-06-18,36.875000,38.777500,36.764999,38.220001,38.005547,58192000
2019-06-19,38.575001,38.689999,38.017502,38.279999,38.065205,33164400
2019-06-20,39.192501,39.332500,38.380001,38.525002,38.308834,35016800
2019-06-21,38.375000,38.869999,37.875000,37.939999,37.727104,43442800
2019-06-24,38.154999,38.462502,37.680000,38.165001,37.950844,28294800
2019-06-25,38.215000,38.970001,37.842499,37.869999,37.657509,31186800
2019-06-26,39.152500,40.430000,39.022499,39.814999,39.591591,58407200
2019-06-27,40.677502,41.000000,40.314999,40.807499,40.578522,44544000
2019-06-28,41.250000,41.342499,40.587502,41.057499,40.827110,39766800
2019-07-01,43.142502,43.487499,41.165001,41.542500,41.309395,70975600
2019-07-02,41.375000,41.587502,40.424999,40.557499,40.329926,40022800
2019-07-03,40.792500,40.849998,40.084999,40.687500,40.459198,24663600
2019-07-05,40.099998,40.145000,39.419998,40.057499,39.832726,39655200
2019-07-08,39.457500,39.647499,39.000000,39.302502,39.081963,32978800
2019-07-09,38.877499,39.610001,38.750000,39.327499,39.106819,34286000
2019-07-10,39.764999,40.592499,39.625000,40.014999,39.790462,45207600
2019-07-11,40.750000,41.980000,40.375000,41.570000,41.336742,68256000
2019-07-12,41.849998,42.617500,41.849998,41.902500,41.667377,50639200
2019-07-15,42.115002,42.277500,41.532501,41.817501,41.582863,28984000
2019-07-16,41.667500,42.042500,41.209999,41.770000,41.535625,34144400
2019-07-17,41.787498,42.497501,41.492500,42.427502,42.189426,34820400
2019-07-18,42.532501,43.177502,41.962502,42.544998,42.306263,44219200
2019-07-19,42.930000,42.994999,42.049999,42.110001,41.873707,34489600
2019-07-22,42.325001,42.959999,42.250000,42.830002,42.589672,31594000
2019-07-23,43.224998,43.935001,43.067501,43.915001,43.668583,42817600
2019-07-24,44.349998,44.722500,43.584999,44.665001,44.414379,36623600
2019-07-25,44.247501,44.375000,43.110001,43.345001,43.101768,39270000
2019-07-26,43.617500,44.237499,43.617500,43.767502,43.521923,27416000
2019-07-29,43.695000,43.867500,42.817501,43.705002,43.459774,24816000
2019-07-30,43.237499,43.985001,43.092499,43.862499,43.616367,19777200
2019-07-31,43.544998,43.555000,41.755001,42.180000,41.943321,35941600
2019-08-01,42.285000,43.195000,40.705002,41.230000,40.998650,42121200
2019-08-02,40.297501,40.994999,39.820000,40.297501,40.071384,42834800
2019-08-05,38.450001,38.462502,37.224998,37.697498,37.485970,58915600
2019-08-06,38.450001,38.907501,37.607498,38.087502,37.873787,36127200
2019-08-07,37.474998,38.592499,37.299999,38.472500,38.256622,37256000
2019-08-08,39.052502,39.577499,38.474998,39.564999,39.342999,30930000
2019-08-09,39.152500,39.187500,38.037498,38.544998,38.328712,34181600
2019-08-12,38.020000,38.544998,37.642502,37.862499,37.650051,27920000
2019-08-13,37.847500,39.474998,37.455002,39.012501,38.793591,35195600
2019-08-14,38.125000,38.237499,37.077499,37.517502,37.306988,41988000
2019-08-15,37.707500,37.907501,36.847500,37.192501,36.983803,47720000
2019-08-16,39.837502,40.384998,39.220001,39.889999,39.666164,100796000
2019-08-19,41.029999,42.855000,40.867500,42.695000,42.455429,81511200
2019-08-20,42.639999,42.645000,41.755001,41.967499,41.732014,46318800
2019-08-21,42.632500,43.362499,42.415001,42.807499,42.567299,42724400
2019-08-22,42.904999,43.332500,42.474998,42.869999,42.629452,30348800
2019-08-23,42.099998,42.647499,40.410000,40.610001,40.382126,56805600
2019-08-26,41.402500,41.645000,40.977501,41.362499,41.130405,31820800
2019-08-27,41.747501,41.775002,40.154999,40.450001,40.223026,29096800
2019-08-28,40.145000,40.834999,39.750000,40.305000,40.118523,25561200
2019-08-29,41.224998,42.075001,41.189999,41.750000,41.556831,35797600
2019-08-30,42.215000,42.715000,41.695000,41.877499,41.683739,29061600
2019-09-03,41.145000,41.477501,40.812500,41.042500,40.852592,29614000
2019-09-04,41.652500,42.264999,41.652500,42.189999,41.994793,22772800
2019-09-05,43.217499,44.997501,43.200001,44.935001,44.727089,69567600
2019-09-06,44.700001,45.272499,44.279999,44.662498,44.455856,37697600
2019-09-09,44.974998,45.994999,44.959999,45.125000,44.916210,41752400
2019-09-10,44.794998,46.062500,44.697498,45.794998,45.583103,35281200
2019-09-11,45.942501,46.567501,45.650002,46.082500,45.869286,36151200
2019-09-12,46.549999,47.099998,45.987499,46.067501,45.854355,32784000
2019-09-13,45.397499,45.770000,45.044998,45.485001,45.274548,32459200
2019-09-16,44.730000,45.400002,44.625000,45.052502,44.844048,23183200
2019-09-17,45.119999,45.310001,44.652500,45.267502,45.058060,22304800
2019-09-18,45.197498,45.355000,44.125000,44.994999,44.786816,25815200
2019-09-19,45.055000,45.240002,44.127499,44.235001,44.030334,24547600
2019-09-20,44.224998,44.462502,43.070000,43.172501,42.972755,35024400
2019-09-23,43.174999,44.167500,43.137501,43.709999,43.507759,24971200
2019-09-24,44.025002,44.322498,42.775002,43.132500,42.932938,31726800
2019-09-25,43.127499,44.755001,42.677502,44.557499,44.351330,30843200
2019-09-26,44.459999,44.547501,43.822498,44.334999,44.129871,23456400
2019-09-27,43.915001,44.424999,42.330002,42.939999,42.741318,36205600
2019-09-30,43.200001,43.619999,42.884998,43.517502,43.316158,18618400
2019-10-01,43.750000,45.250000,43.452499,43.500000,43.298725,36600800
2019-10-02,43.279999,43.400002,42.532501,43.259998,43.059837,29337200
2019-10-03,43.305000,45.389999,43.000000,45.327499,45.117779,45058800
2019-10-04,45.349998,45.787498,44.695000,45.492500,45.282017,26552400
2019-10-07,46.145000,47.084999,46.057499,46.082500,45.869286,48098400
2019-10-08,45.160000,45.160000,44.125000,44.307499,44.102493,44443600
2019-10-09,45.080002,45.674999,44.790001,45.177502,44.968479,29241200
2019-10-10,45.154999,46.270000,45.102501,45.757500,45.545788,30912400
2019-10-11,46.602501,47.334999,46.412498,46.497501,46.282360,44640400
2019-10-14,46.410000,46.842499,46.097500,46.632500,46.416733,20004000
2019-10-15,47.540001,49.822498,47.400002,49.092499,48.865349,66412400
2019-10-16,48.750000,49.805000,48.437500,48.552502,48.327862,42894400
2019-10-17,49.000000,49.452499,48.025002,48.572498,48.347763,26343600
2019-10-18,48.577499,48.904999,46.875000,47.622501,47.402161,30744000
2019-10-21,48.240002,49.137501,48.049999,49.002499,48.775772,26186800
2019-10-22,49.575001,50.632500,48.825001,48.902500,48.676231,32872000
2019-10-23,48.077499,48.915001,47.757500,48.772499,48.546829,27991600
2019-10-24,49.187500,49.552502,48.845001,49.215000,48.987289,23202000
2019-10-25,50.025002,51.345001,49.947498,51.134998,50.898411,42309200
2019-10-28,51.575001,52.224998,51.279999,51.697498,51.458305,33079200
2019-10-29,51.557499,51.622501,50.535000,50.730000,50.495281,21123600
2019-10-30,51.000000,51.057499,50.064999,50.750000,50.515190,20596000
2019-10-31,50.540001,50.750000,49.452499,50.255001,50.022476,20973200
2019-11-01,49.900002,50.972500,49.647499,50.647499,50.413162,28364000
2019-11-04,51.462502,52.750000,51.230000,52.625000,52.381512,37671600
2019-11-05,52.622501,52.884998,51.919998,52.402500,52.160038,30086800
2019-11-06,52.160000,52.417500,51.027500,51.907501,51.667336,26901200
2019-11-07,52.777500,52.924999,51.634998,52.084999,51.844006,28034000
2019-11-08,51.915001,52.262501,51.537498,51.945000,51.704662,18910000
2019-11-11,51.937500,52.277500,51.070000,52.044998,51.804195,24343600
2019-11-12,52.430000,52.965000,52.077499,52.402500,52.160038,28350400
2019-11-13,52.087502,52.365002,51.474998,52.142502,51.901237,30018800
2019-11-14,52.232498,52.470001,51.630001,52.447498,52.204834,51808000
2019-11-15,52.424999,52.945000,50.160000,51.047501,50.811310,105362800
2019-11-18,50.972500,53.337502,50.942501,53.070000,52.824451,57458800
2019-11-19,52.757500,52.994999,51.412498,51.997501,51.756912,41456400
2019-11-20,51.767502,53.637501,51.639999,52.794998,52.550724,47258800
2019-11-21,52.750000,53.310001,52.327499,52.544998,52.301884,28838800
2019-11-22,52.772499,53.240002,52.485001,52.722500,52.478558,22410000
2019-11-25,54.009998,55.352501,53.880001,55.302502,55.046619,50647600
2019-11-26,55.125000,55.172501,54.185001,54.250000,53.998993,38524400
2019-11-27,54.667500,55.012501,54.294998,54.560001,54.347626,21578400
2019-11-29,54.250000,54.535000,53.945000,54.185001,53.974087,14155600
2019-12-02,54.115002,54.250000,52.160000,52.312500,52.108879,37203600
2019-12-03,50.467499,51.955002,50.092499,51.915001,51.712929,46523200
2019-12-04,52.755001,52.980000,52.067501,52.355000,52.151215,27342400
2019-12-05,52.575001,52.732498,51.877499,52.185001,51.981873,18488400
2019-12-06,52.880001,53.372501,52.779999,53.042500,52.836040,23223600
2019-12-09,52.812500,53.592499,52.724998,53.042500,52.836040,21188000
2019-12-10,53.345001,54.014999,52.814999,53.494999,53.286777,25638800
2019-12-11,53.599998,54.389999,53.575001,54.334999,54.123505,23379600
2019-12-12,54.044998,56.200001,53.955002,56.017502,55.799458,40434800
2019-12-13,56.047501,57.244999,55.455002,55.997501,55.779533,45470400
2019-12-16,56.474998,57.014999,56.192501,56.287498,56.068405,32097600
2019-12-17,56.474998,57.299999,56.380001,57.072498,56.850346,32119600
2019-12-18,57.422501,57.985001,57.337502,57.377499,57.154167,34354800
2019-12-19,57.724998,59.000000,57.674999,58.865002,58.635872,44536000
2019-12-20,59.532501,60.097500,59.340000,59.842499,59.609566,60304400
2019-12-23,60.130001,60.452499,59.597500,59.705002,59.472599,35506000
2019-12-24,59.549999,59.827499,59.205002,59.654999,59.422798,13886400
2019-12-26,59.689999,60.080002,59.500000,59.797501,59.564739,18285200
2019-12-27,59.950001,60.084999,58.952499,59.217499,58.987000,25464400
2019-12-30,58.997501,59.049999,57.764999,58.080002,57.853928,25805600
2019-12-31,57.724998,58.919998,57.532501,58.825001,58.596027,23100400
2020-01-02,59.687500,59.977501,59.180000,59.977501,59.744038,23753600
2020-01-03,58.775002,59.457500,58.525002,59.017502,58.787781,20538400
2020-01-06,58.080002,59.317501,57.817501,59.264999,59.034313,26263600
2020-01-07,59.549999,60.442501,59.097500,59.982498,59.749023,31485600
2020-01-08,59.939999,60.509998,59.537498,60.095001,59.861084,27710800
2020-01-09,60.962502,61.482498,60.215000,60.755001,60.518513,25511200
2020-01-10,61.832500,62.137501,60.937500,61.080002,60.842247,31629600
2020-01-13,61.915001,63.247501,61.687500,62.994999,62.749798,31984000
2020-01-14,62.564999,62.820000,61.687500,61.820000,61.579369,35908800
2020-01-15,61.947498,62.172501,61.132500,61.392502,61.153542,26310400
2020-01-16,61.930000,62.292500,61.695000,62.232498,61.990257,28419200
2020-01-17,62.424999,62.500000,61.842499,62.320000,62.077423,25379200
2020-01-21,61.952499,62.322498,61.642502,61.985001,61.743729,21791600
2020-01-22,62.439999,63.397499,62.250000,62.527500,62.284111,23924000
2020-01-23,62.930000,63.299999,62.037498,63.215000,62.968945,24451600
